epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,1751.27,0.58883,0.56435,1.02731,0.42985,0.53819,0.46287,0.18788,2.70316,1.81456,3.16481,0.000458399,0.000458399,0.000458399
180,1760.98,0.60694,0.58419,1.04584,0.52912,0.56346,0.49735,0.1845,2.69858,1.79945,3.17729,0.000454732,0.000454732,0.000454732
181,1770.61,0.56334,0.55798,1.02707,0.48141,0.57767,0.48435,0.18908,2.6975,1.78963,3.23777,0.000451066,0.000451066,0.000451066
182,1780.36,0.58953,0.5781,1.02866,0.5236,0.57264,0.5342,0.19882,2.6592,1.71359,3.24156,0.0004474,0.0004474,0.0004474
183,1790.04,0.60391,0.58212,1.04675,0.57667,0.6204,0.57583,0.21568,2.6423,1.72226,3.29972,0.000443733,0.000443733,0.000443733
184,1799.71,0.59798,0.57896,1.03917,0.47954,0.61671,0.51967,0.21697,2.69685,1.77307,3.28455,0.000440067,0.000440067,0.000440067
185,1809.48,0.57637,0.56143,1.02358,0.61368,0.54858,0.53383,0.21046,2.68993,1.75624,3.21316,0.000436401,0.000436401,0.000436401
186,1819.19,0.58442,0.54928,1.02346,0.65372,0.52568,0.56248,0.22204,2.67561,1.75984,3.19503,0.000432734,0.000432734,0.000432734
187,1828.86,0.59984,0.58053,1.04359,0.5215,0.53143,0.51212,0.20281,2.69086,1.72938,3.24824,0.000429068,0.000429068,0.000429068
188,1838.7,0.57446,0.54936,1.02794,0.51627,0.4873,0.48422,0.20254,2.67861,1.78169,3.23314,0.000425402,0.000425402,0.000425402
189,1848.4,0.57542,0.55015,1.02444,0.54354,0.48156,0.49715,0.2021,2.68862,1.73855,3.26057,0.000421736,0.000421736,0.000421736
190,1858.12,0.56327,0.54357,1.03345,0.51045,0.53518,0.49385,0.20894,2.70696,1.76884,3.28501,0.000418069,0.000418069,0.000418069
191,1867.92,0.59867,0.56796,1.0373,0.55077,0.61425,0.51927,0.21526,2.65982,1.7732,3.22377,0.000414403,0.000414403,0.000414403
192,1877.69,0.57543,0.54121,1.02587,0.41705,0.45142,0.41341,0.16303,2.70018,1.81552,3.28489,0.000410737,0.000410737,0.000410737
193,1887.4,0.54844,0.54776,1.01176,0.47957,0.58613,0.46498,0.18188,2.73455,1.77851,3.27492,0.00040707,0.00040707,0.00040707
194,1897.11,0.54552,0.52367,1.00315,0.39257,0.48884,0.41156,0.18053,2.72296,1.81883,3.28926,0.000403404,0.000403404,0.000403404
195,1906.85,0.55982,0.53905,1.01828,0.48636,0.4479,0.40686,0.17402,2.64759,1.85022,3.27441,0.000399738,0.000399738,0.000399738
196,1916.62,0.56028,0.53488,1.01313,0.42774,0.46179,0.44162,0.18628,2.66183,1.87223,3.28406,0.000396071,0.000396071,0.000396071
197,1926.33,0.5839,0.56055,1.0287,0.5284,0.52324,0.48771,0.18867,2.77514,1.86117,3.35968,0.000392405,0.000392405,0.000392405
198,1936.08,0.53773,0.54022,1.01293,0.50061,0.59444,0.48441,0.20283,2.71398,1.78503,3.30413,0.000388739,0.000388739,0.000388739
199,1945.84,0.55092,0.53918,1.00986,0.47697,0.54421,0.46947,0.20857,2.69586,1.80754,3.28333,0.000385073,0.000385073,0.000385073
200,1955.56,0.55757,0.52609,1.01184,0.46385,0.53184,0.48041,0.20782,2.70801,1.82759,3.25673,0.000381406,0.000381406,0.000381406
201,1965.4,0.55496,0.53414,1.00853,0.4504,0.51099,0.45589,0.19166,2.69908,1.77938,3.26466,0.00037774,0.00037774,0.00037774
202,1975.12,0.56072,0.54484,1.01723,0.39404,0.56348,0.43113,0.18452,2.68398,1.81575,3.2516,0.000374074,0.000374074,0.000374074
203,1984.76,0.54643,0.51845,1.0134,0.43703,0.51604,0.4747,0.18756,2.70029,1.84876,3.23792,0.000370407,0.000370407,0.000370407
204,1994.46,0.55572,0.52562,1.0256,0.56278,0.52654,0.51575,0.18677,2.75516,1.82703,3.33865,0.000366741,0.000366741,0.000366741
205,2004.17,0.54796,0.51903,1.01749,0.49472,0.50563,0.51672,0.20047,2.70781,1.80609,3.32521,0.000363075,0.000363075,0.000363075
206,2013.9,0.55908,0.5326,1.02514,0.46025,0.55297,0.47831,0.18344,2.68464,1.82171,3.25649,0.000359409,0.000359409,0.000359409
207,2023.54,0.53587,0.52018,1.00685,0.43926,0.58597,0.49039,0.19526,2.72124,1.82887,3.30482,0.000355742,0.000355742,0.000355742
208,2033.31,0.54419,0.52862,1.01475,0.46365,0.52188,0.45639,0.17935,2.70053,1.89909,3.26122,0.000352076,0.000352076,0.000352076
209,2043.04,0.55947,0.5369,1.02669,0.51114,0.48413,0.44481,0.17685,2.73013,1.88103,3.2829,0.00034841,0.00034841,0.00034841
210,2052.77,0.54631,0.51919,1.01743,0.43838,0.56982,0.45084,0.1705,2.7619,1.78664,3.33348,0.000344743,0.000344743,0.000344743
211,2062.56,0.53577,0.51804,1.00108,0.33831,0.53605,0.40284,0.16771,2.75307,1.77542,3.39195,0.000341077,0.000341077,0.000341077
212,2072.29,0.52718,0.50865,1.00212,0.45522,0.53508,0.46999,0.17837,2.7185,1.81194,3.34111,0.000337411,0.000337411,0.000337411
213,2081.97,0.52438,0.51309,0.99582,0.47211,0.51131,0.48672,0.17643,2.71571,1.79882,3.31373,0.000333744,0.000333744,0.000333744
214,2091.75,0.52859,0.51852,1.00705,0.52343,0.55994,0.51117,0.20586,2.72654,1.78852,3.37368,0.000330078,0.000330078,0.000330078
215,2101.5,0.52468,0.50855,1.00132,0.46254,0.51168,0.47017,0.18955,2.74648,1.76778,3.43974,0.000326412,0.000326412,0.000326412
216,2111.18,0.52861,0.51561,1.00454,0.50272,0.55395,0.4795,0.19728,2.74272,1.76735,3.38925,0.000322745,0.000322745,0.000322745
217,2120.94,0.52588,0.50264,0.99884,0.48202,0.51916,0.44354,0.16853,2.75966,1.76285,3.3936,0.000319079,0.000319079,0.000319079
218,2130.7,0.5389,0.52512,1.01298,0.53371,0.51894,0.49074,0.18436,2.74035,1.75482,3.39831,0.000315413,0.000315413,0.000315413
219,2140.38,0.5072,0.49394,0.9912,0.59034,0.49955,0.52327,0.1923,2.69657,1.79089,3.32423,0.000311747,0.000311747,0.000311747
220,2150.08,0.51282,0.49042,0.99817,0.49438,0.45614,0.44508,0.18449,2.70433,1.77263,3.271,0.00030808,0.00030808,0.00030808
221,2159.85,0.4975,0.5044,0.97864,0.47512,0.5409,0.46616,0.19731,2.71248,1.74986,3.31525,0.000304414,0.000304414,0.000304414
222,2169.6,0.52528,0.49798,0.99476,0.45515,0.57139,0.45055,0.17949,2.74346,1.71029,3.36747,0.000300748,0.000300748,0.000300748
223,2179.26,0.50278,0.49436,0.98585,0.44585,0.5413,0.42185,0.17865,2.72611,1.76983,3.33159,0.000297081,0.000297081,0.000297081
224,2189.01,0.50189,0.5043,0.97405,0.42732,0.51729,0.42964,0.1751,2.79787,1.77613,3.4071,0.000293415,0.000293415,0.000293415
225,2198.76,0.50439,0.49763,0.98978,0.4771,0.47518,0.45181,0.18534,2.80244,1.71252,3.42242,0.000289749,0.000289749,0.000289749
226,2208.48,0.50679,0.4981,0.98546,0.43394,0.51791,0.44425,0.18174,2.73231,1.73012,3.3949,0.000286083,0.000286083,0.000286083
227,2218.18,0.51985,0.50695,1.00852,0.51787,0.53224,0.48997,0.18309,2.74269,1.78153,3.35847,0.000282416,0.000282416,0.000282416
228,2228,0.51468,0.50802,0.99195,0.53649,0.51543,0.54014,0.19117,2.71542,1.78482,3.27548,0.00027875,0.00027875,0.00027875
229,2237.79,0.49173,0.47007,0.9802,0.50133,0.56901,0.54787,0.19971,2.69914,1.74575,3.33988,0.000275084,0.000275084,0.000275084
230,2247.52,0.52478,0.4949,1.00767,0.46325,0.62275,0.52764,0.19126,2.72592,1.74381,3.35393,0.000271417,0.000271417,0.000271417
231,2257.23,0.48694,0.46659,0.97068,0.47594,0.61649,0.5395,0.19962,2.74969,1.71769,3.33574,0.000267751,0.000267751,0.000267751
232,2266.96,0.51531,0.51619,0.9977,0.58623,0.48793,0.52747,0.19282,2.74075,1.73577,3.35872,0.000264085,0.000264085,0.000264085
233,2276.66,0.49273,0.49438,0.98298,0.48153,0.53457,0.44865,0.18573,2.73422,1.77568,3.3782,0.000260418,0.000260418,0.000260418
234,2286.51,0.50799,0.47671,0.99772,0.4793,0.5518,0.46265,0.18846,2.70343,1.75518,3.34788,0.000256752,0.000256752,0.000256752
235,2296.23,0.50517,0.49184,0.99352,0.48591,0.60823,0.52198,0.19953,2.72465,1.78499,3.35417,0.000253086,0.000253086,0.000253086
236,2305.92,0.50757,0.4919,0.99442,0.42376,0.51659,0.43837,0.1748,2.71693,1.81559,3.30942,0.00024942,0.00024942,0.00024942
237,2315.73,0.49676,0.46593,0.98769,0.4157,0.5779,0.43904,0.17989,2.69875,1.76965,3.27982,0.000245753,0.000245753,0.000245753
238,2325.5,0.46903,0.45763,0.97099,0.46528,0.59179,0.49194,0.19436,2.71253,1.73076,3.32149,0.000242087,0.000242087,0.000242087
239,2335.13,0.47376,0.45334,0.96542,0.46107,0.56339,0.46555,0.19029,2.73206,1.71557,3.3774,0.000238421,0.000238421,0.000238421
240,2344.87,0.50073,0.47706,0.9757,0.46401,0.46749,0.4396,0.17738,2.72927,1.76162,3.38331,0.000234754,0.000234754,0.000234754
241,2354.59,0.49044,0.48362,0.9853,0.45703,0.45577,0.44863,0.17961,2.70974,1.74352,3.34581,0.000231088,0.000231088,0.000231088
242,2364.22,0.46719,0.47701,0.96917,0.5354,0.43745,0.45661,0.17557,2.74707,1.77383,3.35322,0.000227422,0.000227422,0.000227422
243,2374,0.4934,0.4791,0.98951,0.49642,0.51973,0.47492,0.19231,2.72868,1.76462,3.36299,0.000223755,0.000223755,0.000223755
244,2383.81,0.46499,0.44396,0.98012,0.47285,0.50221,0.43326,0.18623,2.7396,1.78826,3.36209,0.000220089,0.000220089,0.000220089
245,2393.51,0.46133,0.44778,0.96714,0.48106,0.54218,0.44161,0.18322,2.73558,1.77449,3.37958,0.000216423,0.000216423,0.000216423
246,2403.27,0.48044,0.46937,0.98273,0.45991,0.57991,0.49027,0.19223,2.72964,1.7508,3.37731,0.000212757,0.000212757,0.000212757
247,2412.96,0.46959,0.44986,0.96556,0.51565,0.55159,0.51874,0.19919,2.71077,1.74467,3.38797,0.00020909,0.00020909,0.00020909
248,2422.69,0.46759,0.45433,0.96883,0.44717,0.50354,0.4526,0.19381,2.72659,1.745,3.36438,0.000205424,0.000205424,0.000205424
249,2432.4,0.47373,0.45778,0.96898,0.4645,0.47263,0.45003,0.19335,2.73664,1.75018,3.40401,0.000201758,0.000201758,0.000201758
250,2442.09,0.46652,0.4435,0.97128,0.50488,0.50334,0.45993,0.17683,2.73894,1.82249,3.37104,0.000198091,0.000198091,0.000198091
251,2451.88,0.46886,0.4528,0.96591,0.48766,0.52005,0.42664,0.1772,2.73974,1.83353,3.37746,0.000194425,0.000194425,0.000194425
252,2461.58,0.46173,0.42978,0.97279,0.4249,0.56891,0.45963,0.19566,2.74759,1.83457,3.43619,0.000190759,0.000190759,0.000190759
253,2471.31,0.47931,0.4637,0.97404,0.50648,0.50329,0.46697,0.20242,2.74735,1.82379,3.40189,0.000187092,0.000187092,0.000187092
254,2481.06,0.46398,0.44415,0.96373,0.4573,0.57565,0.44525,0.18663,2.76663,1.86464,3.38493,0.000183426,0.000183426,0.000183426
255,2490.78,0.47649,0.47547,0.96905,0.52076,0.58049,0.521,0.18812,2.76616,1.83554,3.35313,0.00017976,0.00017976,0.00017976
256,2500.54,0.45644,0.45057,0.95889,0.52567,0.51568,0.48465,0.18782,2.75914,1.84129,3.33539,0.000176094,0.000176094,0.000176094
257,2510.34,0.45845,0.45445,0.96902,0.43351,0.48581,0.42102,0.17796,2.75106,1.85358,3.34404,0.000172427,0.000172427,0.000172427
258,2520.09,0.47268,0.45355,0.98132,0.43261,0.48827,0.41327,0.16679,2.76887,1.84684,3.41707,0.000168761,0.000168761,0.000168761
259,2529.71,0.48836,0.46454,0.98253,0.49675,0.46426,0.44189,0.17341,2.77858,1.83688,3.42801,0.000165095,0.000165095,0.000165095
