epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3264.21,1.17591,0.93957,1.47964,0.5937,0.61133,0.55038,0.22679,2.75343,1.66537,3.46912,0.0004474,0.0004474,0.0004474
183,3282.15,1.19256,0.95659,1.48577,0.55971,0.58715,0.56801,0.22381,2.72733,1.67519,3.38955,0.000443733,0.000443733,0.000443733
184,3299.94,1.15193,0.95866,1.458,0.59516,0.51619,0.54208,0.23432,2.71283,1.63351,3.45434,0.000440067,0.000440067,0.000440067
185,3317.83,1.15499,0.94841,1.44679,0.62335,0.55234,0.55434,0.21244,2.69993,1.70352,3.39967,0.000436401,0.000436401,0.000436401
186,3335.67,1.17049,0.98072,1.4701,0.54942,0.6148,0.55651,0.21596,2.73203,1.70806,3.4629,0.000432734,0.000432734,0.000432734
187,3353.47,1.12723,0.95534,1.43873,0.63269,0.543,0.54737,0.21517,2.67743,1.69137,3.37659,0.000429068,0.000429068,0.000429068
188,3371.27,1.1338,0.92414,1.43624,0.53252,0.60191,0.54265,0.21139,2.67784,1.64824,3.47228,0.000425402,0.000425402,0.000425402
189,3389.15,1.13505,0.93411,1.44456,0.63113,0.66642,0.61749,0.21644,2.77773,1.58405,3.62146,0.000421736,0.000421736,0.000421736
190,3406.95,1.13818,0.94004,1.45096,0.5729,0.59438,0.57968,0.23177,2.71578,1.67978,3.50593,0.000418069,0.000418069,0.000418069
191,3424.7,1.13677,0.94631,1.43718,0.61822,0.59059,0.5748,0.2263,2.71801,1.66273,3.47708,0.000414403,0.000414403,0.000414403
192,3442.51,1.14844,0.95553,1.44762,0.49292,0.60831,0.50887,0.22879,2.70556,1.62014,3.48333,0.000410737,0.000410737,0.000410737
193,3460.26,1.12647,0.94146,1.43306,0.52877,0.62881,0.52626,0.20407,2.7423,1.73603,3.43033,0.00040707,0.00040707,0.00040707
194,3478.04,1.1218,0.93203,1.43264,0.59151,0.50539,0.52096,0.20492,2.77213,1.72332,3.44342,0.000403404,0.000403404,0.000403404
195,3495.79,1.10618,0.88683,1.40886,0.58344,0.56623,0.53846,0.19601,2.76553,1.74233,3.45972,0.000399738,0.000399738,0.000399738
196,3513.62,1.0805,0.87196,1.40893,0.49524,0.54937,0.5161,0.21409,2.76837,1.76385,3.49606,0.000396071,0.000396071,0.000396071
197,3531.37,1.0979,0.89912,1.40958,0.62291,0.5393,0.54961,0.21529,2.73664,1.70995,3.44553,0.000392405,0.000392405,0.000392405
198,3549.22,1.09037,0.92363,1.41981,0.55074,0.64642,0.54951,0.22092,2.74682,1.68363,3.52248,0.000388739,0.000388739,0.000388739
199,3566.93,1.07653,0.92357,1.40172,0.61894,0.57979,0.51732,0.19621,2.7443,1.80929,3.46457,0.000385073,0.000385073,0.000385073
200,3584.7,1.10823,0.86677,1.42129,0.62957,0.57708,0.55652,0.21503,2.68696,1.58729,3.43333,0.000381406,0.000381406,0.000381406
201,3602.44,1.10631,0.93047,1.4241,0.5445,0.56766,0.53026,0.21311,2.72783,1.70836,3.48791,0.00037774,0.00037774,0.00037774
